pl_name,pl_rade,pl_bmasse
"GJ 876 b",,1144.18226520
"Kepler-1650 b",0.75000000,
"Kepler-1407 b",2.25000000,
"Kepler-973 b",2.40000000,
"Kepler-851 b",,
"HD 13931 b",,597.00000000
"Kepler-85 c",2.18000000,
"K2-19 c",4.10000000,10.80000000
"Kepler-205 c",2.04300000,
"Kepler-790 b",2.60000000,
"Kepler-1745 b",1.67000000,
"Kepler-117 c",,
"Kepler-185 c",1.88000000,
"Kepler-1625 b",5.40000000,
"Kepler-913 c",3.85807090,
"Kepler-109 c",2.50000000,
"Kepler-1414 b",1.44000000,
"Kepler-1693 b",1.12000000,
"Kepler-1312 c",0.93000000,
"Kepler-233 c",2.72000000,
"Kepler-23 b",1.93000000,
"Kepler-1274 b",0.78000000,
"Kepler-1999 b",,
"Kepler-55 b",2.58000000,43.00000000
"Kepler-312 b",0.98000000,
"Kepler-346 c",2.99300000,
"K2-257 b",0.83000000,
"K2-215 b",2.63000000,
"Kepler-507 b",,
"Kepler-1220 b",1.40000000,
"KMT-2019-BLG-1042L b",,60.38739733
"Kepler-296 e",1.53000000,
"Kepler-1094 b",,
"Kepler-198 c",,
"Kepler-632 b",,
"HD 41004 A b",,807.25000000
"Kepler-220 e",1.27200000,
"Kepler-438 b",0.98000000,
"Kepler-273 b",1.52100000,
"Kepler-1157 b",0.79000000,
"Kepler-1932 b",1.51482218,
"KOI-3680 b",11.49000000,
"Kepler-1070 b",1.57200000,
"Kepler-248 b",,
"Kepler-305 e",2.11000000,
"Kepler-1361 b",1.00000000,
"Kepler-304 d",2.29500000,
"Kepler-79 b",3.46800000,
"HD 102195 b",,143.02000000
"Kepler-1006 b",2.46000000,
"Kepler-167 d",1.39000000,
"Kepler-11 d",,
"Kepler-383 c",1.24000000,
"Kepler-1554 b",,
"Kepler-1852 b",1.88000000,
"Kepler-355 b",1.40000000,
"DH Tau b",30.26430000,3496.13000000
"Kepler-372 c",2.45000000,
"Kepler-1069 b",2.02000000,
"Kepler-338 d",,
"Kepler-1159 b",1.72000000,
"Kepler-1875 b",1.88000000,
"Kepler-62 c",0.57000000,
"Kepler-788 b",,
"Kepler-344 b",2.64000000,
"Kepler-924 b",2.23000000,
"K2-99 b",12.37000000,287.00000000
"Kepler-399 b",1.39000000,
"Kepler-944 b",2.63000000,
"Kepler-300 b",2.15000000,
"Kepler-105 b",5.52000000,5.10000000
"PH2 b",,
"Kepler-775 b",1.19000000,
"Kepler-643 b",10.47000000,
"Kepler-1710 b",2.54000000,
"Kepler-534 c",1.06000000,
"Kepler-1713 b",1.83000000,
"Kepler-251 b",1.36000000,
"Kepler-1992 b",1.08100000,
"K2-385 b",1.53900000,
"Kepler-254 b",3.74500000,
"Kepler-620 b",2.74000000,
"Kepler-1503 b",3.09500000,
"Kepler-171 b",2.34000000,
"KOI-351 f",,
"Kepler-645 b",2.82800000,
"KOI-351 f",2.77000000,
"Kepler-394 d",1.50066814,
"Kepler-1767 b",,
"Kepler-1643 b",,
"Kepler-264 c",3.59000000,
"Kepler-399 c",,
"Kepler-55 f",1.60000000,
"Kepler-51 d",9.32000000,5.60000000
"Kepler-668 b",,
"Kepler-502 b",,
"Kepler-232 b",3.10000000,
"Kepler-345 b",0.74000000,
"Kepler-1400 b",,
"HD 82886 b",,740.54390000
"Kepler-1004 b",17.10000000,
"Kepler-203 b",2.10000000,
"Kepler-605 c",0.96000000,
"Kepler-502 b",4.07000000,
"Kepler-403 d",1.09000000,
"Kepler-815 b",4.43000000,
"Kepler-574 b",2.39000000,
"Kepler-838 b",2.85000000,
"Kepler-729 b",,
"Kepler-237 c",,
"Kepler-1888 b",1.13000000,
"Kepler-46 d",1.97000000,
"Kepler-1263 b",1.13000000,
"GJ 9066 c",,71.60000000
"Kepler-525 b",4.60000000,
"Kepler-27 d",2.70619460,
"Kepler-1375 b",,
"K2-384 c",1.19100000,
"Kepler-345 c",1.30000000,2.20000000
"Kepler-358 c",2.70000000,
"Kepler-195 b",2.23400000,
"Kepler-497 b",,
"Kepler-1232 b",2.12000000,
"Kepler-1075 b",1.11000000,
"HAT-P-11 b",,
"Kepler-180 c",,
"Kepler-247 b",1.78400000,
"Kepler-11 d",3.26000000,
"Kepler-682 b",14.78900000,
"Kepler-1051 b",2.45000000,
"Kepler-321 b",,
"Kepler-379 c",,
"Kepler-138 c",1.33000000,
"K2-229 c",2.03000000,
"KOI-7913 b",2.34000000,
"Kepler-167 c",1.46600000,
"Kepler-888 b",1.75100000,
"Kepler-416 b",2.42600000,
"Kepler-364 b",1.59900000,
"Kepler-529 b",1.50000000,
"Kepler-7 b",,
"Kepler-1809 b",1.18200000,
"Kepler-1377 b",1.32000000,
"WASP-31 b",17.36300000,151.91600000
"Kepler-672 b",2.70000000,
"Kepler-1087 b",0.68300000,
"Kepler-1773 b",3.20000000,
"Kepler-1731 b",2.53000000,
"Kepler-350 b",1.50000000,
"Kepler-186 e",,
"Kepler-177 b",3.61900000,
"Kepler-281 b",3.24500000,
"Kepler-833 b",2.18000000,
"Kepler-1558 b",0.79000000,
"Kepler-1906 b",1.87000000,
"Kepler-1488 b",2.23000000,
"HD 16175 b",,1398.00000000
"HD 12235 b",,10.48833743
"Kepler-568 b",2.11000000,
"Kepler-278 b",4.23000000,
"Kepler-846 b",2.30000000,
"Kepler-1148 b",,
"Kepler-104 c",3.06000000,
"Kepler-1514 c",1.92000000,
"Kepler-355 b",,
"K2-275 b",,
"Kepler-1993 b",4.42700005,
"Kepler-122 f",,
"Kepler-1417 b",1.00000000,
"Kepler-983 b",,
"Kepler-1715 b",3.15000000,
"Kepler-391 c",3.54000000,
"Kepler-1965 b",1.06000000,
"HD 75784 c",,1430.23500000
"Kepler-159 b",2.38000000,
"Kepler-128 b",1.43000000,
"Kepler-66 b",2.81000000,
"HD 195019 b",,1161.66282759
"Kepler-275 d",2.80000000,
"Kepler-1163 b",,
"Kepler-1126 b",1.89000000,
"Kepler-352 b",0.87200000,
"Kepler-261 c",,
"Kepler-355 c",2.66000000,
"Kepler-517 b",2.87000000,
"Kepler-866 b",,
"Kepler-1148 b",1.52700000,
"WASP-68 b",,
"Kepler-162 c",3.30000000,
"Kepler-944 b",3.20000000,
"Kepler-186 c",1.34000000,
"Kepler-901 b",1.37000000,
"Kepler-1399 b",1.31000000,
"Kepler-1589 b",0.92000000,
"KOI-1831 d",1.13000000,
"Kepler-614 b",2.39000000,
"Kepler-376 c",2.39000000,
"Kepler-973 b",2.40300000,
"K2-223 c",1.61959210,
"Kepler-378 c",0.79000000,
"Kepler-1687 b",1.34000000,
"Kepler-454 b",1.86000000,
"Kepler-256 c",1.79000000,
"HIP 86221 b",,225.65816897
"OGLE-2005-BLG-071L b",,1200.00000000
"Kepler-208 e",1.44400000,
"Kepler-256 d",1.62500000,
"HD 210193 b",,153.10000000
"Kepler-431 d",0.87000000,
"Kepler-219 b",2.64000000,
"Kepler-1358 b",1.16000000,
"Kepler-627 b",3.73000000,
"Kepler-659 b",2.33000000,
"Kepler-403 b",1.69600000,
"Kepler-1615 b",1.94000000,
"Kepler-521 b",3.71000000,
"Kepler-1403 b",2.14000000,
"Kepler-2000 b",3.31999993,
"Kepler-558 b",2.64000000,
"Kepler-1515 b",,
"KOI-351 b",1.15000000,
"Kepler-60 b",1.67000000,
"Kepler-1738 b",2.82472883,
"Kepler-162 c",,
"Kepler-1884 b",1.81406781,
"Kepler-1544 b",,
"HD 29399 b",,551.80000000
"Kepler-1494 b",3.26000000,
"Kepler-1653 b",2.17000000,
"Kepler-32 b",2.02000000,
"Kepler-197 b",1.11200000,
"Kepler-1838 b",1.14000000,
"Kepler-26 e",2.40400000,
"Kepler-184 c",,
"K2-13 b",2.29000000,
"GJ 273 b",,2.89000000
"Kepler-224 d",2.39000000,
"Kepler-337 b",1.39000000,
"Kepler-326 b",2.55000000,
"Kepler-776 b",,
"Kepler-175 c",3.22000000,
"Kepler-1933 b",2.24000000,
"Kepler-1350 c",1.48000000,
"Kepler-350 b",,16.90000000
"Kepler-236 c",1.85000000,
"K2-80 c",1.47000000,
"Kepler-1896 b",2.68000000,
"Kepler-850 b",1.65000000,
"K2-24 b",5.40000000,19.00000000
"OGLE-2017-BLG-1434L b",,
"Kepler-347 d",1.72000000,
"Kepler-1810 b",3.79000000,
"Kepler-20 d",,
"Kepler-1752 b",5.04000000,
"Kepler-220 e",1.33000000,
"Kepler-1853 b",1.38000000,
"TYC 3318-01333-1 b",,1086.97860000
"HD 34445 b",,250.00000000
"Kepler-598 c",2.91000000,
"Kepler-419 b",10.76064000,820.00140000
"Kepler-292 d",,
"Kepler-1899 b",1.64000000,
"Kepler-194 d",2.67000000,
"Kepler-814 b",,
"Kepler-1159 b",1.82000000,
"HAT-P-44 b",,
"HATS-4 b",,
"HAT-P-54 b",,
"K2-8 c",2.32000000,
"K2-193 b",,
"Kepler-106 c",2.50000000,10.44000000
"Kepler-709 b",3.19000000,
"Kepler-103 c",4.46000000,
"Kepler-1698 b",172.77200000,
"K2-191 b",,
"Kepler-1359 b",2.29500000,
"Kepler-569 b",,
"Kepler-1468 b",1.59000000,
"TIC 365102760 b",6.21000000,19.20000000
"HD 38529 c",,4204.89090000
"Kepler-236 c",1.69000000,
"Kepler-1771 b",2.70000000,
"Kepler-1903 b",2.20000000,
"Kepler-30 d",8.80000000,23.10000000
"Kepler-252 c",2.34000000,
"HD 69123 b",,966.19835728
"Kepler-1105 b",1.92000000,
"Kepler-568 b",2.26000000,
"Kepler-770 c",0.95000000,
"Kepler-1936 b",4.50000000,
"Kepler-1240 b",1.29000000,
"Kepler-1837 b",1.55000000,
"Kepler-363 b",1.29500000,
"Kepler-1816 b",,
"Kepler-150 d",,
"Kepler-1216 b",1.45500000,
"Kepler-439 b",,
"Kepler-107 d",0.86000000,7.70000000
"Kepler-603 d",1.22000000,
"Kepler-861 b",2.26100000,
"K2-337 b",,
"Kepler-1144 b",,
"HATS-58 A b",10.00804679,
"Kepler-176 b",,
"Kepler-243 b",2.06000000,
"Kepler-692 b",,
"Kepler-369 b",1.08000000,
"Kepler-212 b",1.09000000,
"Kepler-643 b",10.31000000,
"Kepler-816 b",8.20000000,
"CoRoT-11 b",16.03000000,740.51000000
"Kepler-340 c",5.69000000,
"Kepler-1495 b",3.01000000,
"Kepler-1751 b",1.56000000,
"Kepler-1301 b",1.41000000,
"Kepler-126 b",,
"Kepler-159 b",,
"Kepler-164 d",2.46000000,
"Kepler-790 b",2.71100000,
"K2-91 b",1.18000000,
"Kepler-1168 b",2.21000000,
"Kepler-333 b",1.61200000,
"Kepler-1507 b",0.87000000,
"K2-270 b",1.30000000,
"Kepler-1312 b",,
"Kepler-603 c",6.80000000,
"Kepler-1036 b",2.80000000,
"Kepler-360 b",1.62000000,
"Kepler-525 b",2.63000000,
"Kepler-11 f",2.43000000,
"Kepler-1358 b",1.21000000,
"Kepler-1063 b",1.26000000,
"Kepler-1253 b",1.25000000,
"Kepler-1931 b",2.04900000,
"Kepler-1593 b",1.91000000,
"Kepler-1137 b",,
"Kepler-1623 b",1.30000000,
"Kepler-780 b",0.97000000,
"Kepler-229 c",4.80000000,
"Kepler-32 f",0.86600000,
"Kepler-132 b",,
"Kepler-732 c",1.24000000,
"K2-95 b",3.70000000,
"Kepler-864 c",1.35000000,
"Kepler-231 b",1.97000000,
"Kepler-1315 c",1.72000000,
"Kepler-505 b",2.47000000,
"Kepler-277 b",2.92000000,
"Kepler-1472 b",1.81000000,
"Kepler-1882 b",1.74000000,
"Kepler-1790 b",2.59000000,
"Kepler-393 c",1.30800000,
"Kepler-1898 b",0.70800000,
"Kepler-245 b",2.98000000,
"GJ 9827 c",1.36000000,
"TOI-1422 b",3.93681551,12.10000000
"Kepler-1102 b",3.06000000,
"GJ 1148 b",,107.74382997
"Kepler-970 b",2.73700000,
"Kepler-418 c",4.75000000,
"Kepler-106 e",2.58000000,
"Kepler-595 b",,
"Kepler-762 b",12.05000000,
"Kepler-286 c",,
"Kepler-309 c",3.09000000,
"Kepler-339 c",1.18000000,
"Kepler-286 d",1.39100000,
"PH2 b",11.24000000,
"Kepler-28 c",1.94000000,
"Kepler-1049 b",0.88000000,
"Kepler-849 b",8.26000000,
"Kepler-395 b",0.84000000,
"Kepler-926 b",2.92400000,
"K2-223 b",0.90973766,
"Kepler-616 d",,
"Kepler-2000 b",2.59000000,
"Kepler-678 b",,
"Kepler-1223 b",,
"HD 75784 b",,317.83000000
"Kepler-1607 b",1.09000000,
"HD 171028 b",,832.71460000
"Kepler-23 b",1.93000000,
"Kepler-99 b",1.81200000,3.81256654
"Kepler-112 b",2.56200000,
"Kepler-1369 b",2.99000000,
"Kepler-433 b",,
"Kepler-156 c",2.38000000,
"MOA-bin-29 b",,190.00000000
"Kepler-206 c",1.77000000,
"Kepler-779 b",0.83000000,
"Kepler-797 b",1.94000000,
"Kepler-84 d",1.60000000,
"Kepler-946 b",1.78000000,
"Kepler-299 d",1.57000000,
"Kepler-1388 d",2.22700000,
"K2-337 b",2.10886389,
"Kepler-271 c",0.97100000,
"Kepler-236 b",1.64000000,
"Kepler-1218 b",,
"Kepler-84 e",2.60000000,
"Kepler-927 b",1.80000000,
"Kepler-1535 b",,
"Kepler-249 b",1.09000000,
"OGLE-2017-BLG-1275L b",,1980.07097561
"Kepler-911 b",,
"Kepler-1206 b",1.64000000,
"Kepler-139 d",2.11000000,
"Kepler-182 c",,
"Kepler-219 c",4.01000000,
"K2-66 b",2.49000000,21.30000000
"Kepler-1958 b",2.05124311,
"Kepler-293 c",3.20000000,
"Kepler-758 d",3.18800000,
"Kepler-982 b",,
"Kepler-4 b",4.13000000,
"Kepler-497 b",,
"Kepler-1901 b",1.47418907,
"Kepler-770 d",1.14000000,
"Kepler-221 c",2.96000000,
"Kepler-18 c",4.29500000,
"Kepler-1164 b",1.22000000,
"Kepler-54 d",1.38000000,
"Kepler-235 e",2.25100000,
"Kepler-1076 b",0.80000000,
"Kepler-1904 b",1.37000000,
"Kepler-1084 b",1.14000000,
"Kepler-101 c",0.96000000,
"Kepler-1546 b",,
"KMT-2019-BLG-0253L b",,9.20000000
"Kepler-681 b",3.16000000,
"Kepler-995 b",,
"K2-404 b",2.53000000,
"Kepler-672 b",2.64400000,
"Kepler-722 c",2.71000000,
"Kepler-192 c",,
"Kepler-671 b",2.30000000,
"KMT-2021-BLG-1770L b",,6674.39654700
"Kepler-177 c",7.48000000,
"Kepler-1526 b",1.86000000,
"Kepler-1129 b",3.32500000,
"Kepler-1264 b",,
"WASP-89 b",11.65736000,1843.41400000
"Kepler-100 d",1.50000000,
"Kepler-1421 b",,
"Kepler-197 e",0.91000000,
"Kepler-607 b",0.87000000,
"Kepler-1839 b",1.94937590,
"Kepler-81 d",1.21000000,
"Kepler-513 b",,
"Kepler-1254 d",1.35000000,
"Kepler-294 b",1.74000000,
"Kepler-195 b",2.25000000,
"GJ 3512 b",,146.20106722
"HD 197037 b",,251.00000000
"Kepler-61 b",2.17000000,
"Kepler-159 b",2.22000000,
"HD 192263 b",,232.96000000
"Kepler-1969 b",1.72000000,
"HD 73583 b",2.79000000,10.20000000
"55 Cnc c",,48.70000000
"61 Vir b",,5.10000000
"WASP-178 b",21.74546000,448.14030000
"K2-46 b",2.40000000,
"Kepler-37 c",0.75000000,
"TOI-5340 b",13.61990000,
"Kepler-985 b",,
"Kepler-1294 b",5.00700000,
"Kepler-334 c",1.49000000,
"Kepler-158 c",1.89500000,
"Kepler-143 c",2.78000000,
"Kepler-285 b",1.34000000,
"Kepler-179 c",2.43800000,
"Kepler-364 c",,
"Kepler-1166 b",,
"Kepler-1450 b",,
"MOA-2013-BLG-220L b",,
"Kepler-403 b",,
"Kepler-430 b",,
"OGLE-TR-132 b",12.89000000,320.99000000
"Kepler-403 d",,
"Kepler-1593 b",2.58300000,
"Kepler-345 c",,8.30542000
"Kepler-750 b",4.39000000,
"Kepler-975 c",,
"K2-138 g",3.01300000,4.32000000
"Kepler-190 b",,
"HAT-P-29 b",11.92637600,243.77561000
"HAT-P-29 b",12.38592367,245.68135861
"TOI-628 b",12.13430000,
"Kepler-1949 b",2.21964541,
"Kepler-529 c",1.57000000,
"Kepler-1329 b",2.05000000,
"LHS 1140 b",1.72700000,6.98000000
"Kepler-131 b",,
"Kepler-1503 b",2.27000000,
"Kepler-221 e",,
"Kepler-415 b",1.21000000,119.90000000
"Kepler-1730 b",4.75000000,
"Kepler-228 c",2.80000000,
"Kepler-602 b",,
"Kepler-489 b",8.34000000,
"KOI-351 e",2.62000000,
"Kepler-312 c",,
"Kepler-231 b",1.92000000,
"Kepler-1488 b",2.66600000,
"Kepler-361 b",1.29000000,
"Kepler-760 b",,
"Kepler-1300 b",1.75100000,
"Kepler-219 d",2.67000000,
"Kepler-1482 b",0.83000000,
"KMT-2019-BLG-0953L b",,15.50000000
"Kepler-62 e",1.87300000,
"Kepler-62 d",1.91000000,
"Kepler-844 b",1.68000000,
"Kepler-251 b",1.35700000,
"Kepler-1822 b",2.64755943,
"Kepler-1637 b",0.84000000,
"Kepler-257 c",3.40000000,
"KMT-2023-BLG-1454L b",,200.23189641
"Kepler-331 d",2.45300000,
"Kepler-90 i",1.32000000,
"Kepler-921 b",2.90000000,
"Kepler-1854 b",1.98000000,
"Kepler-680 b",1.96000000,
"Kepler-186 f",1.17000000,
"Kepler-749 b",2.04000000,
"EPIC 212297394 c",2.27000000,
"Kepler-1781 b",,
"Kepler-1083 b",3.13000000,
"Kepler-799 c",3.69000000,
"Kepler-256 d",1.54000000,
"Kepler-484 b",2.19000000,
"Kepler-129 c",,
"Kepler-277 c",2.79000000,
"Kepler-264 b",3.52300000,
"HD 164595 b",,16.14000000
"TOI-2154 b",16.28664896,292.40213444
"CoRoT-11 b",,
"KOI-351 b",1.16000000,
"Kepler-1222 b",,
"Kepler-1978 b",3.00799990,
"KOI-1599.01",1.76000000,
"Kepler-104 b",,
"Kepler-1605 b",2.78800000,
"KOI-94 d",,52.10000000
"EPIC 228836835 b",1.10000000,
"Kepler-835 b",2.91000000,
"Kepler-371 b",1.84000000,
"Kepler-1457 b",1.75000000,
"Kepler-1721 b",,
"Kepler-1244 b",1.92500000,
"Kepler-395 b",0.78000000,
"Kepler-387 b",1.08000000,
"Kepler-324 c",3.15000000,
"Kepler-1696 b",,
"Kepler-1669 d",1.60000002,
"Kepler-321 c",2.29000000,
"Kepler-297 b",3.31000000,
"Kepler-229 b",2.10000000,
"Kepler-970 b",2.77000000,
"Kepler-833 b",,
"Kepler-656 c",1.03000000,
"Kepler-1253 b",1.40000000,
"HD 125612 c",,18.00000000
"Kepler-33 d",4.76000000,
"Kepler-1100 b",,
"Kepler-310 b",1.41700000,
"Kepler-550 b",4.12000000,
"HD 25912 b",,38.13940884
"Kepler-1444 b",1.84000000,
"Kepler-1867 b",0.68000000,
"Kepler-1812 b",2.49000000,
"Kepler-1217 b",1.91000000,
"Kepler-1054 b",2.68900000,
"KMT-2021-BLG-1105L b",,413.17692910
"Kepler-955 b",3.19000000,
"K2-283 b",3.23000000,
"L 363-38 b",,4.67000000
"Kepler-1891 b",1.52139156,
"Kepler-1771 b",2.50000000,
"Kepler-348 b",,
"Kepler-645 b",2.18000000,
"HD 106515 A b",,2885.89640000
"Kepler-125 b",2.71000000,
"Kepler-393 b",1.44200000,
"Kepler-1446 b",1.86000000,
"Kepler-326 d",1.21000000,
"Kepler-217 b",1.81000000,
"Kepler-330 b",1.35000000,
"Kepler-69 b",2.90300000,
"Kepler-354 c",,
"Kepler-201 b",2.75600000,
"Kepler-1688 b",2.30000000,
"Kepler-1404 b",24.00000000,
"Kepler-258 b",3.10000000,
"Kepler-1864 b",1.04000000,
"Kepler-689 b",2.45000000,
"Kepler-408 b",0.70000000,
"Kepler-347 c",2.36800000,
"Kepler-829 b",1.76000000,
"OGLE-2015-BLG-1771L b",,126.00000000
"Kepler-223 b",2.82300000,
"Kepler-235 b",2.16900000,
"Kepler-1341 b",2.96800000,
"Kepler-101 c",1.33000000,
"CD Cet b",,3.95000000
"Kepler-797 b",2.18000000,
"Kepler-1070 b",1.79000000,
"Kepler-367 c",1.20000000,
"K2-315 b",0.95000000,
"Kepler-1549 b",2.57000000,
"Kepler-156 b",2.51000000,
"Kepler-887 b",1.78000000,
"Kepler-618 b",,
"K2-63 c",2.99000000,
"Kepler-1543 b",2.22000000,
"Kepler-1832 b",0.98000000,
"Kepler-1242 b",2.61000000,
"Kepler-857 b",5.56000000,
"Kepler-141 b",0.69000000,
"Kepler-205 b",1.17000000,
"Kepler-1716 b",2.30000000,
"Kepler-60 b",1.84800000,
"Kepler-786 b",2.39000000,
"Kepler-179 b",1.64000000,
"Kepler-11 c",3.05100000,11.14626911
"Kepler-100 c",2.26000000,
"Kepler-205 b",1.39000000,
"Kepler-943 b",5.93000000,
"Kepler-969 c",0.99400000,
"Kepler-583 b",2.89000000,
"Kepler-1315 c",,
"Kepler-1311 c",1.22000000,
"Kepler-1244 b",,
"HD 50499 b",,460.85350000
"Kepler-1146 b",1.13000000,
"Kepler-256 c",,
"Kepler-1416 b",0.86000000,
"Kepler-304 d",,
"Kepler-927 b",1.78000000,
"Kepler-238 b",1.62000000,
"Kepler-92 d",,
"Kepler-1905 b",1.14000000,
"Kepler-825 c",1.93600000,
"Kepler-175 b",2.50000000,
"HD 72659 b",,1001.12000000
"HD 72659 b",,950.31170000
"Kepler-291 b",1.90000000,
"HD 49674 b",,31.78300000
"Kepler-875 b",2.28000000,
"Kepler-1583 b",0.60000000,
"Kepler-1723 b",2.37000000,
"KMT-2021-BLG-2294L b",,22.24798849
"Kepler-116 c",2.42200000,
"Kepler-165 c",2.24000000,
"Kepler-140 c",1.70800000,
"OGLE-2016-BLG-1195L b",,5.10000000
"Kepler-303 b",,
"Kepler-403 b",1.38000000,
"Kepler-1844 b",1.92000000,
"Kepler-1551 b",2.65400000,
"Kepler-523 b",1.96000000,
"HIP 65407 b",,136.03124000
"Kepler-1819 b",,
"Kepler-358 c",,
"Kepler-689 b",3.12000000,
"Kepler-1130 c",0.66000000,
"Kepler-52 c",1.84000000,45.40000000
"HD 162020 b",,3127.44720000
"Kepler-215 b",1.76000000,
"Kepler-236 c",,
"Kepler-583 b",2.89000000,
"Kepler-1148 b",1.64000000,
"Kepler-1353 b",1.80000000,
"Kepler-636 b",4.45000000,
"Kepler-1098 b",,
"HD 37124 d",,209.44892021
"Kepler-346 c",3.06000000,
"Kepler-175 b",,
"Kepler-82 b",,
"Kepler-511 b",5.04000000,
"Barnard b",,0.29900000
"Kepler-53 d",,37.19070000
"Kepler-283 c",1.82000000,
"Kepler-574 b",2.19000000,
"MOA-bin-1L b",,1200.00000000
"Kepler-320 b",1.05000000,
"Kepler-1203 b",1.21600000,
"Kepler-691 b",2.29000000,
"Kepler-368 c",4.21000000,
"55 Cnc b",,266.97720000
"TOI-2145 b",12.41899699,1767.00000000
"HD 160691 c",,719.00000000
"HD 219134 d",,21.29461000
"HD 219134 f",,7.72323029
"HD 219134 c",,3.55967816
"55 Cnc b",,276.00000000
"55 Cnc d",,1243.35096000
"55 Cnc f",,46.87969003
"eps Eri b",,209.76674862
"HD 10647 b",,298.75000000
"HD 160691 d",,10.49000000
"HD 69830 c",,9.85268062
"Kepler-672 b",2.70000000,
"Kepler-1665 b",5.15000000,
"KMT-2021-BLG-0171L b",,11.80000000
"Kepler-1806 b",2.10000000,
"HD 74698 b",,23.00000000
"Kepler-584 b",4.02000000,
"Kepler-105 b",2.90000000,
"Kepler-409 b",0.98000000,
"Kepler-913 b",,
"Kepler-186 b",1.19000000,
"K2-83 b",1.71000000,
"Kepler-533 b",8.21000000,
"Kepler-117 c",9.16000000,
"Kepler-502 b",4.77000000,
"Kepler-274 c",,
"Kepler-859 b",2.79300000,
"Kepler-672 b",,
"Kepler-356 b",1.57000000,
"Kepler-1604 b",1.35400000,
"Kepler-771 b",1.59000000,
"Kepler-489 b",7.30000000,
"Kepler-1736 b",3.87658560,
"Kepler-1894 c",1.23000000,
"Kepler-254 c",2.37000000,
"Kepler-107 b",1.53600000,3.51000000
"OGLE-2006-BLG-109L c",,86.00000000
"Kepler-135 b",1.72000000,
"Kepler-405 b",,
"Kepler-197 b",1.22000000,
"KOI-984 b",3.19000000,
"Kepler-1740 b",3.75000000,
"Kepler-638 b",,
"Kepler-824 b",1.88000000,
"Kepler-303 c",1.48900000,
"OGLE-TR-56 b",14.57170000,286.04700000
"Kepler-305 e",1.70000000,
"Kepler-1927 b",3.40627075,
"Kepler-220 c",1.62800000,
"Kepler-358 b",2.72000000,
"Kepler-1423 b",2.62000000,
"Kepler-1843 b",1.92000000,
"Kepler-679 b",2.80000000,
"Kepler-619 b",3.16000000,
"Kepler-730 b",12.32990000,
"K2-100 b",3.88000000,21.80000000
"Kepler-1390 b",1.18000000,
"Kepler-51 e",,5.40000000
"Kepler-318 c",3.63900000,
"Kepler-1414 b",1.44000000,
"TOI-908 b",3.18600000,16.13700000
"Kepler-1552 b",2.41000000,
"Kepler-332 b",,
"Kepler-1148 b",1.54000000,
"Kepler-221 e",2.43000000,
"Kepler-784 c",,
"Kepler-1089 b",1.50000000,
"Kepler-1181 b",1.57000000,
"K2-280 b",7.46000000,49.00000000
"Kepler-1406 b",,
"Kepler-1549 b",,
"GJ 433 b",,5.30000000
"Kepler-630 b",4.79000000,
"Kepler-233 c",2.36000000,
"Kepler-136 c",1.97000000,
"Kepler-184 d",2.80000000,
"Kepler-882 b",0.93000000,
"Kepler-208 d",1.29000000,
"HD 4203 c",,851.78013076
"Kepler-1911 b",1.45000000,
"K2-95 b",3.88000000,
"K2-226 b",1.48696454,
"Kepler-784 b",3.45300000,
"K2-281 b",8.18000000,
"K2-24 b",5.83000000,
"Kepler-983 b",2.36000000,
"GJ 1214 b",2.73300000,8.41000000
"GJ 1214 b",,
"HD 11506 b",,1525.57635360
"COCONUTS-2 b",12.44196858,2542.62725600
"Kepler-18 d",5.11200000,
"HD 3167 c",3.01000000,9.80000000
"HD 3167 d",,6.90000000
"HD 24040 b",,1589.14203500
"HD 29985 b",,899.45439181
"HD 62364 b",,5628.74108797
"HD 66428 c",,6865.09359120
"HD 68988 c",,4776.96095721
"HD 181433 c",,235.50000000
"HD 108202 b",,908.98924402
"HD 181234 b",,3464.32963630
"DMPP-1 c",,10.94000000
"DMPP-2 b",,138.89171000
"DMPP-3 A b",,2.58000000
"HD 221420 b",,6324.78529930
"HD 222237 b",,1589.14203500
"HD 11506 b",,1601.85517128
"HD 12661 b",,757.06726547
"HD 27894 b",,214.21634632
"HD 66428 b",,1071.08173159
"HD 68988 b",,626.75761860
"HD 168443 b",,2571.23181263
"HD 168443 c",,6515.48234350
"HD 183263 b",,1201.39137846
"HD 12661 c",,899.45439181
"BD-210397 c",,1420.69297929
"HD 16905 b",,3464.32963630
"HD 27894 d",,2409.13932506
"HD 156279 c",,3346.73312571
"HD 168863 b",,2415.49589320
"HD 183263 c",,2835.02939044
"HD 187123 b",,176.39476588
"GJ 832 b",,330.22371487
"HD 11506 d",,4068.20360960
"SPECULOOS-3 b",0.97700000,
"Kepler-1651 b",1.76000000,
"TOI-880.02",2.77792290,
"HATS-51 b",13.01103804,
"HIP 41378 b",,
"HAT-P-36 b",,
"Kepler-685 b",8.70000000,
"HAT-P-45 b",15.98400000,283.49200000
"NN Ser d",,724.62200000
"HD 72659 c",,24790.61574600
"KOI-94 c",3.66000000,
"Kepler-422 b",12.63000000,
"Kepler-422 b",12.35000000,
"TOI-4559 b",1.49999347,
"BEBOP-4 AB b",,8358.88710410
"TOI-561 d",2.82000000,12.15000000
"TOI-431 b",,
"HD 72659 b",,810.43000000
"HD 72659 c",,5977.08102204
"Kepler-495 b",4.55000000,
"Kepler-329 c",,
"Kepler-1307 b",2.47000000,
