pl_name,pl_rade,pl_bmasse
"Kepler-1177 b",,
"Kepler-1890 b",0.84000000,
"Kepler-1488 c",0.87000000,
"Kepler-653 c",0.70000000,
"Kepler-440 b",,
"Kepler-234 b",,
"Kepler-20 e",0.91000000,
"Kepler-1176 b",2.06800000,
"Kepler-154 f",,
"Kepler-1694 b",0.96000000,
"Kepler-581 b",2.16000000,
"Kepler-1417 b",1.00000000,
"Kepler-633 c",,
"Kepler-364 b",1.64000000,
"Kepler-1530 c",,
"Kepler-267 b",1.65000000,
"MOA-2011-BLG-262L b",,
"HD 180314 b",,7216.92963775
"OGLE-2017-BLG-1806L b",,4.83000000
"Kepler-1754 b",2.30000000,
"TOI-1338 b",6.85000000,33.00000000
"Kepler-169 b",,
"Kepler-292 b",1.54000000,
"Kepler-463 b",,
"Kepler-322 c",1.54900000,
"Kepler-182 c",,
"K2-279 b",1.24400000,
"Kepler-1330 b",3.00000000,
"Kepler-164 b",1.48000000,
"K2-9 b",3.33000000,
"Kepler-130 d",,
"Kepler-612 b",,
"Kepler-1016 c",3.50000000,
"Kepler-1358 b",1.12000000,
"Kepler-498 b",3.46000000,
"Kepler-926 b",,
"Kepler-239 b",,
"Kepler-1093 b",2.10000000,
"HD 213240 b",,1430.23500000
"Kepler-829 b",2.11000000,
"K2-367 b",2.41300000,
"Kepler-787 b",1.17000000,
"Kepler-132 e",1.18000000,
"Kepler-811 b",,
"Kepler-971 b",3.93000000,
"Kepler-1281 b",1.69000000,
"Kepler-651 b",2.16000000,
"Kepler-560 b",1.72000000,
"Kepler-950 b",8.98000000,
"Kepler-1311 b",,
"Kepler-1401 b",1.37000000,
"Kepler-1775 b",3.64762153,
"Kepler-9 b",8.29000000,43.40000000
"Kepler-1417 b",1.59200000,
"Kepler-1387 b",0.93000000,
"Kepler-971 b",1.93700000,
"Kepler-1762 b",2.51000000,
"Kepler-547 b",,
"Kepler-1375 b",1.21000000,
"HD 117207 b",,549.84590000
"K2-169 b",1.27328671,
"Kepler-352 c",1.31000000,
"Kepler-1727 b",2.60000000,
"Kepler-978 b",2.75000000,
"75 Cet b",,787.89662095
"Kepler-1856 b",1.22000000,
"Kepler-1887 b",,
"Kepler-433 b",7.93000000,
"Kepler-82 d",1.71200000,
"Kepler-805 b",3.00000000,
"HD 40956 b",,858.14100000
"Kepler-1336 c",,
"Kepler-1047 c",1.36800000,
"Kepler-928 b",1.80000000,
"Kepler-400 c",1.49000000,
"Kepler-219 b",3.29000000,
"HD 220197 b",,63.56600000
"GJ 179 b",,260.61000000
"Kepler-1768 b",2.54000000,
"Kepler-941 b",,
"Kepler-554 b",3.92000000,
"Kepler-1526 b",2.31000000,
"Kepler-275 b",2.25000000,
"Kepler-1318 b",3.11000000,
"Kepler-263 c",2.40000000,
"Kepler-1347 b",0.99000000,
"Kepler-1016 c",,
"Kepler-1274 b",,
"K2-88 b",1.27000000,
"Kepler-1006 b",2.81000000,
"Kepler-256 b",1.57000000,
"Kepler-255 d",1.45000000,
"Kepler-933 b",2.02000000,
"Kepler-1399 b",1.31000000,
"Kepler-890 b",9.04000000,
"Kepler-1006 b",,
"Kepler-963 b",3.50000000,
"Kepler-402 b",,
"Kepler-1312 c",0.84000000,
"Kepler-1226 b",1.45000000,
"Kepler-344 c",2.95000000,
"Kepler-1351 b",0.55100000,
"Kepler-165 c",2.23000000,
"Kepler-936 b",,
"K2-62 c",1.99000000,
"Kepler-54 c",1.30000000,
"nu Oph b",,7627.92000000
"Kepler-1320 b",1.71000000,
"Kepler-1637 b",0.79000000,
"Kepler-985 b",3.53000000,
"Kepler-307 b",3.43000000,
"HIP 67851 b",,429.05000000
"Kepler-1786 b",2.63000000,
"Kepler-208 b",1.68000000,
"KMT-2021-BLG-0119L b",,1802.08706769
"Kepler-444 e",,
"K2-347 b",2.58000000,
"Kepler-1073 b",1.95000000,
"Kepler-180 c",2.60000000,
"Kepler-466 b",,
"Kepler-1777 b",,
"Kepler-28 b",1.86000000,
"Kepler-364 b",1.45000000,
"Kepler-637 b",5.86000000,
"Kepler-586 b",2.96000000,
"Kepler-1693 c",0.95000000,
"Kepler-1075 b",1.42000000,
"K2-229 c",2.16480482,
"Kepler-92 c",2.37000000,
"Kepler-217 d",1.25000000,
"K2-375 b",2.84000000,
"Kepler-104 c",2.36000000,
"Kepler-1592 b",1.93700000,
"Kepler-1456 b",1.14000000,
"Kepler-247 c",4.16000000,
"Kepler-684 b",2.77000000,
"Kepler-431 d",1.30700000,
"Kepler-1757 b",2.83000000,
"Kepler-1791 b",1.96000000,
"Kepler-258 b",4.12000000,
"Kepler-587 b",2.10000000,
"Kepler-1018 b",2.72000000,
"Kepler-701 b",3.09000000,
"Kepler-1158 b",2.67600000,
"HD 203387 c",,2378.94562640
"Kepler-270 c",1.62000000,
"KIC 8540376 b",4.10000000,
"Kepler-659 b",,
"Kepler-1085 c",3.07800000,
"Kepler-139 b",,
"Kepler-1898 b",0.93000000,
"Kepler-115 b",1.33000000,
"Kepler-1407 b",,
"Kepler-638 b",1.83000000,
"Kepler-53 b",3.22500000,
"Kepler-176 c",2.60000000,
"Kepler-1747 b",4.26508000,
"Kepler-950 b",13.46800000,
"Kepler-238 e",5.60000000,169.70000000
"Kepler-903 b",1.75000000,
"Kepler-59 c",2.22000000,
"Kepler-603 b",2.75000000,
"Kepler-543 b",2.43000000,
"Kepler-446 c",,
"Kepler-206 c",1.57000000,
"KMT-2016-BLG-1105L b",,1.32000000
"Kepler-80 d",1.34000000,
"Kepler-170 b",2.96500000,
"Kepler-534 c",1.11000000,
"Kepler-1184 b",2.57000000,
"K2-223 c",1.50000000,
"Kepler-1885 b",2.60000000,
"Kepler-263 c",2.89000000,
"Kepler-1336 b",2.61800000,
"Kepler-345 c",,
"KMT-2018-BLG-1990L b",,192.00000000
"Kepler-1047 c",0.79000000,
"Kepler-566 b",2.16100000,
"Kepler-238 c",,152.52200000
"Kepler-69 c",,
"Kepler-165 c",,
"K2-381 c",2.05816745,
"Kepler-109 b",2.29000000,
"HD 51608 c",,14.31000000
"HD 171238 b",,2796.88998160
"HD 108874 b",,426.00000000
"HD 33142 b",,400.46379282
"Kepler-291 b",2.16000000,
"KMT-2022-BLG-0440L b",,15.30000000
"Kepler-1235 b",0.79000000,
"Kepler-1192 b",2.20000000,
"Kepler-156 c",2.60000000,
"HD 62509 b",,920.00000000
"K2-187 c",1.80000000,
"Kepler-157 c",2.33000000,
"Kepler-251 d",3.58000000,
"Kepler-1096 b",1.24000000,
"Kepler-253 d",2.90000000,
"Kepler-92 b",3.50000000,
"Kepler-497 b",5.20000000,
"Kepler-974 b",1.44000000,
"HR 810 b",,718.29580000
"ups And b",,219.30160083
"ups And c",,715.09000000
"GJ 411 b",,2.35000000
"GJ 411 b",,2.69000000
"rho CrB d",,13.50000000
"HD 39091 b",,3264.00000000
"ups And d",,1303.09646870
"rho CrB c",,28.20000000
"GJ 4274 c",,8.39000000
"HD 140901 b",,15.57359194
"Kepler-1689 b",0.84000000,
"HD 88133 b",,90.42263500
"Kepler-1362 b",2.43000000,
"Kepler-328 b",2.30000000,28.50000000
"Kepler-105 b",3.28000000,
"Kepler-536 b",,
"Kepler-1054 b",1.99000000,
"Kepler-1378 b",2.10000000,
"Kepler-42 c",,60.33700000
"Kepler-591 b",3.41000000,
"Kepler-107 c",1.84000000,
"Kepler-971 b",,
"KMT-2018-BLG-1990L b",,206.00000000
"Kepler-1299 b",2.45000000,
"Kepler-529 c",2.55000000,
"Kepler-194 c",2.60000000,
"Kepler-1166 b",1.51000000,
"Kepler-662 b",3.34800000,
"Kepler-691 b",2.09000000,
"Kepler-195 b",,
"Kepler-1920 b",2.80000000,
"Kepler-287 c",,
"Kepler-146 c",3.16000000,
"Kepler-1254 b",1.55000000,
"Kepler-338 d",2.80000000,
"Kepler-1808 b",2.36000000,
"Kepler-350 b",1.64000000,
"KMT-2021-BLG-0192L b",,34.96112477
"Kepler-205 b",1.51000000,
"Kepler-380 c",1.48300000,
"Kepler-1249 b",1.82000000,
"Kepler-1992 b",,
"Kepler-357 b",,
"Kepler-1753 b",2.03000000,
"Kepler-228 d",,
"Kepler-633 c",2.29600000,
"Kepler-243 b",2.49300000,
"Kepler-244 b",2.87000000,
"OGLE-2017-BLG-0448L b",,15.60000000
"K2-273 b",,
"Kepler-1213 b",1.19000000,
"Kepler-57 b",2.41000000,
"Kepler-888 b",,
"Kepler-480 b",2.94400000,
"Kepler-402 b",1.11100000,
"Kepler-153 c",2.50000000,
"Kepler-1453 b",2.74000000,
"HD 224538 b",,1897.44510000
"Kepler-348 b",1.33000000,
"OGLE-2018-BLG-0977L b",,6.40000000
"Kepler-1386 b",1.24000000,
"Kepler-362 b",1.74100000,
"Kepler-388 c",1.05000000,
"LHS 3154 b",,13.15000000
"Kepler-107 e",3.10000000,
"Kepler-51 c",6.40000000,5.65000000
"HD 45184 b",,12.19000000
"Kepler-107 d",1.08000000,
"Kepler-598 b",1.44500000,
"Kepler-645 b",,
"Kepler-1242 b",2.81800000,
"Kepler-143 c",,
"Kepler-345 b",0.79000000,
"Kepler-373 c",1.15000000,
"Kepler-1153 b",1.51000000,
"Kepler-514 b",1.65000000,
"Kepler-1217 b",1.91000000,
"Kepler-1582 b",0.77000000,
"Kepler-356 c",2.24000000,
"Kepler-1935 b",2.50271696,
"Kepler-184 b",,
"Kepler-894 b",2.64600000,
"Kepler-931 b",1.35000000,
"Kepler-743 b",,
"Kepler-696 b",6.53100000,
"Kepler-263 c",2.47000000,
"HD 113538 b",,85.81000000
"Kepler-1245 c",1.77000000,
"K2-245 b",2.67000000,
"Kepler-870 b",2.67000000,
"Kepler-532 b",2.62000000,
"Kepler-98 b",1.82000000,
"GJ 160.2 b",,10.20000000
"Kepler-222 c",,
"Kepler-1505 b",1.13000000,
"Kepler-1577 b",2.52000000,
"Kepler-106 e",2.56000000,11.17000000
"Kepler-360 c",,
"Kepler-879 c",0.40000000,
"Kepler-1165 b",1.43000000,
"Kepler-933 b",,
"Kepler-168 c",2.69000000,
"Kepler-374 c",1.10000000,
"Kepler-1480 b",2.97000000,
"UCAC3 113-933 b",,6674.39654700
"Kepler-202 b",1.63000000,
"Kepler-403 d",1.42000000,
"Kepler-386 c",,
"Kepler-1313 b",2.25000000,
"Kepler-1153 b",1.73000000,
"Kepler-1593 b",1.91000000,
"Kepler-452 b",1.09000000,
"Kepler-930 b",2.30000000,
"Kepler-861 b",2.43000000,
"Kepler-594 b",2.13000000,
"Kepler-120 b",2.26000000,
"K2-280 b",8.50000000,
"2MASS J21252752-8138278 b",,3813.94088400
"HD 76700 b",,62.61251000
"Kepler-1420 b",,
"K2-73 b",2.62539115,
"Kepler-890 b",9.04000000,
"Kepler-551 b",2.69000000,
"GJ 649 b",,81.99972901
"Kepler-220 c",1.63000000,
"Kepler-215 c",1.53000000,
"Kepler-106 c",,
"Kepler-409 b",1.19000000,22.00000000
"HD 142 b",,2256.58168970
"KMT-2021-BLG-0192L b",,31.78284070
"K2-9 b",2.25000000,
"Kepler-454 c",,1433.40611557
"Kepler-203 d",1.39600000,
"HD 46375 b",,79.10000000
"Kepler-474 b",,
"Kepler-1388 c",2.26000000,
"Kepler-647 c",2.83000000,
"Kepler-140 c",1.68000000,
"Kepler-85 c",1.92000000,
"Kepler-1426 b",1.73000000,
"Kepler-306 b",1.82000000,
"Kepler-1609 b",2.09000000,
"HD 95089 c",,1096.51350000
"Kepler-228 d",,
"Kepler-346 b",,
"Kepler-528 b",,
"HD 220689 b",,336.89000000
"OGLE-2018-BLG-0298L b",,47.67426105
"Kepler-305 b",3.60000000,10.50000000
"Kepler-187 c",2.58000000,
"Kepler-1279 b",2.45400000,
"Kepler-1199 b",1.44000000,
"Kepler-127 d",2.54000000,
"Kepler-145 b",2.65000000,37.10000000
"Kepler-724 b",,
"Kepler-1502 b",2.19000000,
"HD 208897 b",,444.96200000
"Kepler-1460 b",,
"Kepler-309 b",,
"Kepler-1174 b",1.43000000,
"Kepler-1600 c",1.94206512,
"Kepler-307 c",2.80000000,1.50000000
"OGLE-2014-BLG-0676L b",,1169.60853776
"K2-90 b",,
"Kepler-196 c",2.30000000,
"Kepler-136 b",1.97000000,
"Kepler-1923 b",1.95958179,
"Kepler-613 b",2.19000000,
"Kepler-648 b",,
"Kepler-51 c",9.00000000,4.00000000
"Kepler-1542 e",,
"HD 73534 b",,324.18660000
"Kepler-971 b",4.28000000,
"Kepler-909 b",1.66500000,
"HD 159243 c",,603.90000000
"Kepler-1139 b",1.14000000,
"Kepler-1135 b",3.38800000,
"Kepler-1294 b",2.80000000,
"Kepler-1752 b",,
"K2-389 c",2.04000000,
"Kepler-868 b",2.04000000,
"Kepler-443 b",,
"Kepler-1632 b",2.82900000,
"Kepler-1873 b",1.39000000,
"Kepler-389 c",1.45000000,
"Kepler-1734 b",3.08851092,
"Kepler-344 b",,
"Kepler-1589 b",0.92000000,
"Kepler-1917 b",1.49000000,
"Kepler-219 d",2.56000000,
"Kepler-1266 b",2.10000000,
"K2-42 b",2.79000000,
"Kepler-1914 b",2.42000000,
"Kepler-277 b",,
"Kepler-271 c",1.00000000,
"Kepler-162 b",1.52800000,
"Kepler-275 d",,
"Kepler-1916 b",2.61757235,
"Kepler-1578 b",1.21000000,
"Kepler-948 b",,
"Kepler-105 c",,6.71000000
"Kepler-1599 b",1.83000000,
"Kepler-107 b",1.55000000,
"K2-10 b",3.73470986,
"K2-49 b",3.19000000,
"HIP 97233 b",,7182.92199820
"Kepler-48 d",2.06000000,
"Kepler-155 b",1.95000000,
"Kepler-26 c",3.11000000,7.48000000
"Kepler-1402 b",0.73000000,
"Kepler-1596 b",1.90000000,
"K2-336 b",,
"Kepler-604 b",2.40000000,
"Kepler-20 d",2.62000000,
"Kepler-533 b",,
"Kepler-1118 b",2.74000000,
"KOI-351 g",,
"Kepler-1094 b",2.65000000,
"Kepler-1862 b",2.20300000,
"Kepler-1469 b",2.50000000,
"HD 207832 b",,177.98480000
"Kepler-353 c",1.72700000,
"Kepler-382 c",1.68000000,
"Kepler-175 b",,
"Kepler-1144 b",1.99000000,
"Kepler-60 b",,4.10000000
"Kepler-346 c",3.30000000,
"Kepler-388 c",0.96000000,
"Kepler-1050 c",1.40000000,
"HD 99492 b",,22.24810000
"Kepler-259 b",3.10000000,
"KOI-351 c",1.44500000,
"Kepler-251 d",,
"Kepler-144 c",1.26000000,
"Kepler-580 b",2.57000000,
"Kepler-186 d",1.81000000,
"Kepler-184 b",2.90000000,
"Kepler-303 b",,
"GJ 581 e",,2.48000000
"Kepler-834 b",2.02000000,
"Kepler-116 c",1.85000000,
"Kepler-1473 b",1.15000000,
"Kepler-1424 b",1.61300000,
"Kepler-355 c",2.83000000,
"Kepler-145 b",2.65000000,
"Kepler-1310 b",1.25000000,
"Kepler-1324 b",1.51000000,
"Kepler-1012 b",,
"TIC 172900988 b",11.25000000,942.00000000
"Kepler-600 b",2.90000000,
"Kepler-1528 b",1.29000000,
"Kepler-560 b",,
"KMT-2023-BLG-0469L b",,39.41072247
"Kepler-1052 b",2.45000000,
"HD 128311 c",,1032.94232275
"Kepler-818 b",4.42000000,
"K2-52 b",16.60000000,
"Kepler-61 b",,
"Kepler-173 b",1.51200000,
"Kepler-965 b",,
"EPIC 212297394 c",2.29000000,
"Kepler-343 b",2.27000000,
"Kepler-104 c",,
"Kepler-1633 b",1.58000000,
"OGLE-2013-BLG-0341L B b",,2.32000000
"Kepler-763 d",1.58000000,
"Kepler-532 b",2.57000000,
"Kepler-250 d",2.23000000,
"Kepler-103 b",3.48570000,11.67000000
"Kepler-654 b",2.76000000,
"K2-3 b",2.14000000,6.48000000
"Kepler-79 e",2.85000000,
"Kepler-371 b",1.69000000,
"Kepler-348 c",1.09100000,
"Kepler-1045 b",2.50000000,
"Kepler-233 c",2.71000000,
"Kepler-222 d",,
"Kepler-133 b",,
"Kepler-30 c",12.30000000,640.00000000
"Kepler-1851 b",,
"Kepler-32 f",2.01000000,
"Kepler-1201 b",2.29000000,
"Kepler-224 c",2.84000000,
"Kepler-1330 b",1.72000000,
"Kepler-645 b",3.54000000,
"Kepler-1367 b",,
"Kepler-1012 b",1.29000000,
"Kepler-915 b",1.50000000,
"Kepler-229 d",3.74000000,
"Kepler-565 b",3.40000000,
"Kepler-957 b",5.50000000,
"Kepler-1122 b",2.35000000,
"Kepler-572 b",,
"OGLE-2018-BLG-1126L b",,17.79839079
"Kepler-407 b",1.23000000,
"KIC 10001893 b",,
"Kepler-24 b",2.80000000,
"Kepler-613 b",,
"K2-405 b",4.56900000,
"Kepler-259 c",2.76000000,
"Kepler-97 b",,
"HD 105618 c",,8419.59232984
"Kepler-1213 b",1.59500000,
"HD 96700 b",,8.90000000
"K2-167 b",2.34000000,
"Kepler-1594 b",1.06000000,
"Kepler-1507 b",0.84000000,
"Kepler-920 b",,
"Kepler-1308 b",,
"Kepler-216 c",2.87000000,
"Kepler-353 b",1.08000000,
"Kepler-169 f",2.95000000,
"HD 330075 b",,152.55840000
"Kepler-194 c",2.65000000,
"Kepler-1811 b",2.81000000,
"K2-124 b",2.90000000,
"Kepler-1267 b",2.20000000,
"Kepler-153 c",2.21500000,
"HD 81040 b",,2180.31380000
"OGLE-2018-BLG-0740L b",,1200.00000000
"OGLE-2016-BLG-1093L b",,200.23189641
"K2-24 c",7.82000000,27.00000000
"Kepler-419 b",39.50500000,
"Kepler-207 b",1.64100000,
"OGLE-2016-BLG-0613L AB b",,874.00000000
"K2-50 b",1.59000000,
"Kepler-1392 b",1.93000000,
"Kepler-1652 b",1.39000000,
"Kepler-553 b",4.57400000,
"Kepler-1042 b",,
"Kepler-295 c",,
"Kepler-293 b",,
"Kepler-197 d",,
"HD 82943 c",,587.98550000
"TYC 0434-04538-1 b",,1938.76300000
"Kepler-644 b",,
"Kepler-643 b",,
"Kepler-1512 b",,
"Kepler-704 b",2.59000000,
"K2-5 c",1.92000000,
"Kepler-1618 b",1.26000000,
"Kepler-1320 b",1.32400000,
"K2-318 b",1.66000000,
"Kepler-223 c",,
"Kepler-69 c",1.71000000,
"Kepler-126 b",1.45300000,
"Kepler-1412 b",0.61000000,
"Kepler-1194 b",1.84000000,
"Kepler-1340 b",0.98000000,
"Kepler-1492 b",3.69000000,
"Kepler-1065 c",1.44400000,
"Kepler-1914 b",,
"Kepler-1330 b",1.90000000,
"Kepler-126 b",1.52000000,
"Kepler-315 b",3.40000000,
"Kepler-1445 b",,
"Kepler-201 b",2.77000000,
"Kepler-300 b",1.88000000,
"Kepler-1419 b",2.86000000,
"Kepler-553 b",,
"Kepler-966 b",,
"Kepler-1946 b",3163.54000000,
"Kepler-682 b",7.66000000,
"Kepler-313 b",2.68200000,
"Kepler-195 b",2.22000000,
"Kepler-817 b",,
"Kepler-449 b",1.57000000,
"Kepler-381 c",,
"MOA-2019-BLG-008L b",,8581.36698900
"KOI-351 e",,
"Kepler-967 b",2.22000000,
"Kepler-271 b",1.22900000,
"Kepler-1206 b",,
"Kepler-366 c",1.95000000,
"Kepler-1364 b",1.94000000,
"Kepler-124 d",1.75600000,
"Kepler-438 b",1.12000000,
"OGLE-2017-BLG-1522L b",,240.00000000
"Kepler-36 b",1.47000000,
"HD 117207 b",,597.00000000
"Kepler-1816 b",1.85000000,
"Kepler-79 c",2.77000000,
"Kepler-1579 b",0.59000000,
"Kepler-1683 b",,
"Kepler-810 b",,
"KMT-2019-BLG-1367L b",,4.06000000
"K2-19 b",8.20000000,
"Kepler-664 b",2.71000000,
"Kepler-1101 b",2.47000000,
"Kepler-193 c",2.54100000,
"OGLE-2012-BLG-0358L b",,578.00000000
"Kepler-1906 b",2.00000000,
"Kepler-268 c",2.52000000,
"HD 38801 b",,3852.09960000
"Kepler-313 b",1.91000000,
"Kepler-348 b",1.58100000,
"Kepler-613 b",2.11000000,
"Kepler-246 b",2.37000000,
"OGLE-2017-BLG-1099L b",,959.84178914
"Kepler-292 c",1.79000000,
"Kepler-111 c",7.52000000,
"Kepler-482 b",2.20000000,
"Kepler-114 b",1.18000000,
"Kepler-1467 b",3.30000000,
"HD 128356 b",,282.86870000
"Kepler-1217 b",,
"Kepler-1125 b",1.58000000,
"Kepler-761 b",2.24000000,
"Kepler-609 b",2.60000000,
"Kepler-1374 b",,
"Kepler-986 b",2.36000000,
"Kepler-203 c",,
"Kepler-289 c",,268.00000000
"HD 102843 b",,113.90000000
"Kepler-1834 c",1.11000000,
"Kepler-1542 d",1.03000000,
"Kepler-29 b",2.55000000,5.00000000
"Kepler-218 d",2.74100000,
"Kepler-1130 c",0.66000000,
"Kepler-213 c",2.43300000,
"OGLE-2016-BLG-0613L AB b",,1330.00000000
"HD 4760 b",,4417.83700000
"KOI-351 h",11.32109000,381.39600000
"Kepler-1233 b",,
"Kepler-223 d",3.77000000,
"Kepler-833 b",,
"Kepler-1189 b",1.77000000,
"OGLE-2019-BLG-0960L b",,1.80000000
"HAT-P-44 c",,1271.30000000
"Kepler-210 c",3.62000000,
"Kepler-524 c",1.03000000,
"Kepler-827 b",,
"HD 169830 c",,2828.67282230
"Kepler-197 e",0.92700000,
"KMT-2021-BLG-2294L b",,22.24798849
"Kepler-1427 b",1.08000000,
"Kepler-165 c",2.49000000,
"Kepler-682 b",7.10000000,
"K2-9 b",3.09000000,
"Kepler-942 b",2.00000000,
"Kepler-1443 b",0.79000000,
"Kepler-51 b",6.65700000,
"Kepler-973 b",2.15900000,
"Kepler-1376 b",1.08000000,
"Kepler-275 b",2.34000000,
"Kepler-444 f",0.51000000,
"Kepler-354 b",,
"K2-73 c",,1142.00000000
"Kepler-1185 b",,
"Kepler-295 b",1.40000000,
"Kepler-239 b",2.45000000,
"HAT-P-49 b",15.83800000,549.82300000
"Kepler-381 d",1.09000000,
"Kepler-267 d",2.01000000,
"Kepler-103 b",,
"HD 37124 b",,273.32000000
"Kepler-183 c",2.57200000,
"Kepler-960 b",5.46000000,
"Kepler-169 f",2.58000000,
"Kepler-1382 b",,
"Kepler-1412 b",0.61000000,
"Kepler-1115 b",1.80100000,
"Kepler-1525 b",0.92200000,
"Kepler-390 b",0.77500000,
"Kepler-411 d",3.51000000,
"Kepler-155 b",,
"HD 81040 b",,2510.84441530
"Kepler-1257 b",1.55000000,
"GJ 486 b",1.28900000,2.77000000
"Kepler-75 b",10.51000000,
"HIP 9618 b",3.91576000,
"K2-295 b",,
"K2-32 b",5.38000000,
"WASP-113 b",,
"LHS 1678 c",1.04284070,
"K2-155 d",1.64000000,
"HD 104067 b",,62.10000000
"WASP-92 b",,
"TOI-2525 c",10.13291855,208.81326340
"Kepler-102 e",,
"Kepler-1651 b",2.10831886,
"Kepler-1236 b",,
"HD 141399 d",,401.41727804
"Kepler-799 b",7.54000000,
"Kepler-32 c",2.00000000,
"K2-229 b",1.25477590,
"Kepler-776 b",,
"Kepler-1374 b",1.70000000,
"Kepler-1350 c",1.40000000,
"Kepler-401 d",,
"OGLE-2013-BLG-0341L B b",,
"Kepler-546 b",6.60000000,
"Kepler-999 b",2.34000000,
"Kepler-1734 b",2.31000000,
"Kepler-292 c",1.88000000,
"Kepler-120 c",,
"Kepler-1245 b",1.80000000,
"Kepler-1079 b",,
"Kepler-1936 b",4.50000000,
"Kepler-171 b",2.44000000,
"Kepler-114 d",,
"Kepler-1382 b",1.08000000,
"K2-57 b",2.18000000,
"Kepler-321 b",1.78000000,
"Kepler-373 c",1.15000000,
"Kepler-324 e",1.80000000,
"Kepler-305 d",2.68000000,
"Kepler-529 d",2.79502603,
"Kepler-363 c",,
"Kepler-312 b",,
"Kepler-221 b",,
"Kepler-740 b",4.87000000,
"Kepler-292 f",2.94000000,
"Kepler-276 b",2.56000000,
"Kepler-267 b",2.11000000,37.90000000
"K2-198 b",,
"Kepler-1441 b",,
"Kepler-528 b",2.28000000,
"Kepler-760 c",,
"K2-24 c",7.82000000,26.00000000
"UZ For c",,2447.20000000
"Kepler-1279 b",1.75000000,
"Kepler-446 b",1.50000000,
"Kepler-595 b",3.80000000,
"Kepler-996 b",,
"Kepler-906 b",2.40000000,
"Kepler-374 b",1.73000000,
"Kepler-818 b",,
"Kepler-389 b",,
"Kepler-416 b",,
"Kepler-798 b",2.04100000,
"Kepler-355 b",1.50000000,
"Kepler-28 c",2.02000000,
"HD 115404 A c",,3279.67133183
"Kepler-1447 b",,
"Kepler-84 c",3.14000000,
"Kepler-274 b",2.13700000,
"Kepler-884 b",1.16000000,
"Kepler-1718 b",2.52000000,
"Kepler-895 b",1.46000000,
"GJ 3470 b",4.20000000,14.00000000
"WASP-98 b",,
"Kepler-135 b",2.45000000,
"K2-195 c",2.68000000,
"Kepler-62 f",1.54000000,
"KIC 9663113 b",3.78000000,
"K2-84 c",2.16000000,
"Kepler-1854 b",3.30000000,
"HD 185283 b",,413.17692910
"Kepler-139 b",2.63000000,
"Kepler-1530 b",1.47500000,
"Kepler-472 b",3.03000000,
"Kepler-582 b",,
"HD 73344 b",2.88400000,10.48000000
"Kepler-750 c",1.58000000,
"Kepler-247 c",4.34000000,
"UZ For b",,2002.20000000
"Kepler-1600 b",2.96000000,
"Kepler-1142 b",2.72000000,
"HD 216770 b",,206.58950000
"Kepler-332 d",,
"Kepler-975 b",1.58100000,
"KMT-2019-BLG-0298L b",,575.26941667
"Kepler-1316 b",2.70000000,
"Kepler-1095 b",1.24000000,
"Kepler-1245 c",1.64000000,
"Kepler-122 f",2.36900000,
"Kepler-122 f",1.81000000,
"Kepler-293 c",3.36500000,
"K2-273 b",4.42000000,
"Kepler-235 e",1.83000000,
"Kepler-277 b",3.02700000,
"KMT-2019-BLG-2783L b",,368.68095212
"Kepler-1146 b",1.23000000,
"K2-345 b",2.11000000,
"Kepler-1466 b",1.44800000,
"Kepler-865 b",,
"Kepler-23 c",3.03600000,
"Kepler-165 b",,
"Kepler-238 e",5.71000000,
"Kepler-1763 b",0.98000000,
"K2-189 b",1.52000000,
"Kepler-27 c",7.17000000,21.20000000
"Kepler-83 b",2.34000000,
"Kepler-217 b",,
"Kepler-265 d",2.20000000,
"Kepler-1463 b",1.76000000,
"Kepler-291 c",2.54600000,
"Kepler-326 d",3.35000000,
"Kepler-291 b",2.17000000,
"Kepler-1165 b",1.47000000,
"Kepler-559 b",3.70000000,
"Kepler-370 b",1.35000000,
"Kepler-30 b",,
"Kepler-1729 b",2.76000000,
"Kepler-1921 c",,
"Kepler-937 b",,
"Kepler-954 b",2.25000000,
"Kepler-159 c",,
"Kepler-49 b",2.23000000,
"Kepler-1209 b",1.67000000,
"Kepler-319 d",2.29000000,
"Kepler-262 c",1.64800000,
"Kepler-601 b",1.77000000,
"KOI-1783.01",7.50000000,
"Kepler-164 d",,
"Kepler-294 c",2.63500000,
"Kepler-80 c",2.16000000,
"Kepler-194 b",1.46000000,
"Kepler-253 c",,
"Kepler-1365 c",0.80000000,
"TOI-4443.01",1.71932650,
"Kepler-679 b",,
"Kepler-1022 b",2.02000000,
"Kepler-1093 c",2.39900000,
"Kepler-1395 b",1.18000000,
"Kepler-1499 b",,
"Kepler-525 b",,
"Kepler-1931 b",2.65323514,
"Kepler-207 d",3.96000000,
"Kepler-1486 b",2.26000000,
"Kepler-330 c",2.23000000,
"TOI-5319 b",3.74681000,
"Kepler-380 c",,
"Kepler-51 b",7.30000000,
"Kepler-1048 b",,
"Kepler-1115 b",2.17000000,
"Kepler-820 b",,
"Kepler-265 b",1.66000000,
"Kepler-262 b",1.49000000,
"Kepler-790 b",2.14000000,
"Kepler-309 b",1.49500000,
"Kepler-991 b",2.74400000,
"Kepler-440 b",1.92000000,
"Kepler-269 c",1.70000000,
"Kepler-1062 b",,
"Kepler-304 c",,
"KOI-984 b",,
"Kepler-192 b",,
"DH Tau b",,3496.00000000
"Kepler-1351 b",0.60000000,
